customer_id,persona,channel,acq_date,acquisition_month,adstocked_spend,expected_customers_channel_month,acv,monthly_retention,expansion_rate,sales_cycle_days
0,Mid_Market_Pragmatist,Paid_Search,2024-01-07,1,300000.0,350.26382682995643,1500,0.955,0.08,35
1,Self_Serve_Growth,Paid_Search,2024-01-04,1,300000.0,350.26382682995643,500,0.925,0.01,3
2,Mid_Market_Pragmatist,Paid_Search,2024-01-21,1,300000.0,350.26382682995643,1500,0.955,0.08,35
3,Mid_Market_Pragmatist,Paid_Search,2024-01-22,1,300000.0,350.26382682995643,1500,0.955,0.08,35
4,Self_Serve_Growth,Paid_Search,2024-01-27,1,300000.0,350.26382682995643,500,0.925,0.01,3
5,Self_Serve_Growth,Paid_Search,2024-01-12,1,300000.0,350.26382682995643,500,0.925,0.01,3
6,Self_Serve_Growth,Paid_Search,2024-01-31,1,300000.0,350.26382682995643,500,0.925,0.01,3
7,Self_Serve_Growth,Paid_Search,2024-01-31,1,300000.0,350.26382682995643,500,0.925,0.01,3
8,Mid_Market_Pragmatist,Paid_Search,2024-01-31,1,300000.0,350.26382682995643,1500,0.955,0.08,35
9,Mid_Market_Pragmatist,Paid_Search,2024-01-28,1,300000.0,350.26382682995643,1500,0.955,0.08,35
10,Self_Serve_Growth,Paid_Search,2024-01-09,1,300000.0,350.26382682995643,500,0.925,0.01,3
11,Mid_Market_Pragmatist,Paid_Search,2024-01-07,1,300000.0,350.26382682995643,1500,0.955,0.08,35
12,Mid_Market_Pragmatist,Paid_Search,2024-01-23,1,300000.0,350.26382682995643,1500,0.955,0.08,35
13,Self_Serve_Growth,Paid_Search,2024-01-29,1,300000.0,350.26382682995643,500,0.925,0.01,3
14,Mid_Market_Pragmatist,Paid_Search,2024-01-06,1,300000.0,350.26382682995643,1500,0.955,0.08,35
15,Self_Serve_Growth,Paid_Search,2024-01-14,1,300000.0,350.26382682995643,500,0.925,0.01,3
16,Mid_Market_Pragmatist,Paid_Search,2024-01-16,1,300000.0,350.26382682995643,1500,0.955,0.08,35
17,Mid_Market_Pragmatist,Paid_Search,2024-01-30,1,300000.0,350.26382682995643,1500,0.955,0.08,35
18,Self_Serve_Growth,Paid_Search,2024-01-12,1,300000.0,350.26382682995643,500,0.925,0.01,3
19,Self_Serve_Growth,Paid_Search,2024-01-03,1,300000.0,350.26382682995643,500,0.925,0.01,3
20,Self_Serve_Growth,Paid_Search,2024-01-29,1,300000.0,350.26382682995643,500,0.925,0.01,3
21,Self_Serve_Growth,Paid_Search,2024-01-31,1,300000.0,350.26382682995643,500,0.925,0.01,3
22,Self_Serve_Growth,Paid_Search,2024-01-10,1,300000.0,350.26382682995643,500,0.925,0.01,3
23,Self_Serve_Growth,Paid_Search,2024-01-23,1,300000.0,350.26382682995643,500,0.925,0.01,3
24,Self_Serve_Growth,Paid_Search,2024-01-27,1,300000.0,350.26382682995643,500,0.925,0.01,3
25,Mid_Market_Pragmatist,Paid_Search,2024-01-29,1,300000.0,350.26382682995643,1500,0.955,0.08,35
26,Self_Serve_Growth,Paid_Search,2024-01-16,1,300000.0,350.26382682995643,500,0.925,0.01,3
27,Mid_Market_Pragmatist,Paid_Search,2024-01-03,1,300000.0,350.26382682995643,1500,0.955,0.08,35
28,Mid_Market_Pragmatist,Paid_Search,2024-01-12,1,300000.0,350.26382682995643,1500,0.955,0.08,35
29,Self_Serve_Growth,Paid_Search,2024-01-20,1,300000.0,350.26382682995643,500,0.925,0.01,3
30,Self_Serve_Growth,Paid_Search,2024-01-30,1,300000.0,350.26382682995643,500,0.925,0.01,3
31,Self_Serve_Growth,Paid_Search,2024-01-16,1,300000.0,350.26382682995643,500,0.925,0.01,3
32,Self_Serve_Growth,Paid_Search,2024-01-01,1,300000.0,350.26382682995643,500,0.925,0.01,3
33,Mid_Market_Pragmatist,Paid_Search,2024-01-10,1,300000.0,350.26382682995643,1500,0.955,0.08,35
34,Self_Serve_Growth,Paid_Search,2024-01-28,1,300000.0,350.26382682995643,500,0.925,0.01,3
35,Self_Serve_Growth,Paid_Search,2024-01-08,1,300000.0,350.26382682995643,500,0.925,0.01,3
36,Self_Serve_Growth,Paid_Search,2024-01-10,1,300000.0,350.26382682995643,500,0.925,0.01,3
37,Mid_Market_Pragmatist,Paid_Search,2024-01-05,1,300000.0,350.26382682995643,1500,0.955,0.08,35
38,Mid_Market_Pragmatist,Paid_Search,2024-01-06,1,300000.0,350.26382682995643,1500,0.955,0.08,35
39,Self_Serve_Growth,Paid_Search,2024-01-23,1,300000.0,350.26382682995643,500,0.925,0.01,3
40,Self_Serve_Growth,Paid_Search,2024-01-10,1,300000.0,350.26382682995643,500,0.925,0.01,3
41,Self_Serve_Growth,Paid_Search,2024-01-04,1,300000.0,350.26382682995643,500,0.925,0.01,3
42,Self_Serve_Growth,Paid_Search,2024-01-27,1,300000.0,350.26382682995643,500,0.925,0.01,3
43,Self_Serve_Growth,Paid_Search,2024-01-22,1,300000.0,350.26382682995643,500,0.925,0.01,3
44,Mid_Market_Pragmatist,Paid_Search,2024-01-03,1,300000.0,350.26382682995643,1500,0.955,0.08,35
45,Self_Serve_Growth,Paid_Search,2024-01-05,1,300000.0,350.26382682995643,500,0.925,0.01,3
46,Self_Serve_Growth,Paid_Search,2024-01-27,1,300000.0,350.26382682995643,500,0.925,0.01,3
47,Self_Serve_Growth,Paid_Search,2024-01-12,1,300000.0,350.26382682995643,500,0.925,0.01,3
48,Self_Serve_Growth,Paid_Search,2024-01-21,1,300000.0,350.26382682995643,500,0.925,0.01,3
49,Self_Serve_Growth,Paid_Search,2024-01-14,1,300000.0,350.26382682995643,500,0.925,0.01,3
50,Self_Serve_Growth,Paid_Search,2024-01-20,1,300000.0,350.26382682995643,500,0.925,0.01,3
51,Self_Serve_Growth,Paid_Search,2024-01-07,1,300000.0,350.26382682995643,500,0.925,0.01,3
52,Self_Serve_Growth,Paid_Search,2024-01-19,1,300000.0,350.26382682995643,500,0.925,0.01,3
53,Self_Serve_Growth,Paid_Search,2024-01-11,1,300000.0,350.26382682995643,500,0.925,0.01,3
54,Mid_Market_Pragmatist,Paid_Search,2024-01-15,1,300000.0,350.26382682995643,1500,0.955,0.08,35
55,Self_Serve_Growth,Paid_Search,2024-01-14,1,300000.0,350.26382682995643,500,0.925,0.01,3
56,Self_Serve_Growth,Paid_Search,2024-01-21,1,300000.0,350.26382682995643,500,0.925,0.01,3
57,Mid_Market_Pragmatist,Paid_Search,2024-01-27,1,300000.0,350.26382682995643,1500,0.955,0.08,35
58,Self_Serve_Growth,Paid_Search,2024-01-13,1,300000.0,350.26382682995643,500,0.925,0.01,3
59,Mid_Market_Pragmatist,Paid_Search,2024-01-09,1,300000.0,350.26382682995643,1500,0.955,0.08,35
60,Self_Serve_Growth,Paid_Search,2024-01-16,1,300000.0,350.26382682995643,500,0.925,0.01,3
61,Self_Serve_Growth,Paid_Search,2024-01-11,1,300000.0,350.26382682995643,500,0.925,0.01,3
62,Self_Serve_Growth,Paid_Search,2024-01-22,1,300000.0,350.26382682995643,500,0.925,0.01,3
63,Mid_Market_Pragmatist,Paid_Search,2024-01-25,1,300000.0,350.26382682995643,1500,0.955,0.08,35
64,Self_Serve_Growth,Paid_Search,2024-01-20,1,300000.0,350.26382682995643,500,0.925,0.01,3
65,Mid_Market_Pragmatist,Paid_Search,2024-01-22,1,300000.0,350.26382682995643,1500,0.955,0.08,35
66,Mid_Market_Pragmatist,Paid_Search,2024-01-26,1,300000.0,350.26382682995643,1500,0.955,0.08,35
67,Mid_Market_Pragmatist,Paid_Search,2024-01-09,1,300000.0,350.26382682995643,1500,0.955,0.08,35
68,Self_Serve_Growth,Paid_Search,2024-01-05,1,300000.0,350.26382682995643,500,0.925,0.01,3
69,Self_Serve_Growth,Paid_Search,2024-01-25,1,300000.0,350.26382682995643,500,0.925,0.01,3
70,Mid_Market_Pragmatist,Paid_Search,2024-01-12,1,300000.0,350.26382682995643,1500,0.955,0.08,35
71,Self_Serve_Growth,Paid_Search,2024-01-13,1,300000.0,350.26382682995643,500,0.925,0.01,3
72,Mid_Market_Pragmatist,Paid_Search,2024-01-16,1,300000.0,350.26382682995643,1500,0.955,0.08,35
73,Self_Serve_Growth,Paid_Search,2024-01-30,1,300000.0,350.26382682995643,500,0.925,0.01,3
74,Self_Serve_Growth,Paid_Search,2024-01-16,1,300000.0,350.26382682995643,500,0.925,0.01,3
75,Self_Serve_Growth,Paid_Search,2024-01-21,1,300000.0,350.26382682995643,500,0.925,0.01,3
76,Self_Serve_Growth,Paid_Search,2024-01-12,1,300000.0,350.26382682995643,500,0.925,0.01,3
77,Self_Serve_Growth,Paid_Search,2024-01-15,1,300000.0,350.26382682995643,500,0.925,0.01,3
78,Self_Serve_Growth,Paid_Search,2024-01-18,1,300000.0,350.26382682995643,500,0.925,0.01,3
79,Self_Serve_Growth,Paid_Search,2024-01-30,1,300000.0,350.26382682995643,500,0.925,0.01,3
80,Mid_Market_Pragmatist,Paid_Search,2024-01-01,1,300000.0,350.26382682995643,1500,0.955,0.08,35
81,Self_Serve_Growth,Paid_Search,2024-01-30,1,300000.0,350.26382682995643,500,0.925,0.01,3
82,Self_Serve_Growth,Paid_Search,2024-01-01,1,300000.0,350.26382682995643,500,0.925,0.01,3
83,Self_Serve_Growth,Paid_Search,2024-01-17,1,300000.0,350.26382682995643,500,0.925,0.01,3
84,Self_Serve_Growth,Paid_Search,2024-01-27,1,300000.0,350.26382682995643,500,0.925,0.01,3
85,Mid_Market_Pragmatist,Paid_Search,2024-01-01,1,300000.0,350.26382682995643,1500,0.955,0.08,35
86,Self_Serve_Growth,Paid_Search,2024-01-20,1,300000.0,350.26382682995643,500,0.925,0.01,3
87,Self_Serve_Growth,Paid_Search,2024-01-11,1,300000.0,350.26382682995643,500,0.925,0.01,3
88,Self_Serve_Growth,Paid_Search,2024-01-27,1,300000.0,350.26382682995643,500,0.925,0.01,3
89,Self_Serve_Growth,Paid_Search,2024-01-02,1,300000.0,350.26382682995643,500,0.925,0.01,3
90,Self_Serve_Growth,Paid_Search,2024-01-07,1,300000.0,350.26382682995643,500,0.925,0.01,3
91,Mid_Market_Pragmatist,Paid_Search,2024-01-13,1,300000.0,350.26382682995643,1500,0.955,0.08,35
92,Self_Serve_Growth,Paid_Search,2024-01-19,1,300000.0,350.26382682995643,500,0.925,0.01,3
93,Self_Serve_Growth,Paid_Search,2024-01-19,1,300000.0,350.26382682995643,500,0.925,0.01,3
94,Self_Serve_Growth,Paid_Search,2024-01-13,1,300000.0,350.26382682995643,500,0.925,0.01,3
95,Self_Serve_Growth,Paid_Search,2024-01-16,1,300000.0,350.26382682995643,500,0.925,0.01,3
96,Self_Serve_Growth,Paid_Search,2024-01-19,1,300000.0,350.26382682995643,500,0.925,0.01,3
97,Self_Serve_Growth,Paid_Search,2024-01-10,1,300000.0,350.26382682995643,500,0.925,0.01,3
98,Self_Serve_Growth,Paid_Search,2024-01-24,1,300000.0,350.26382682995643,500,0.925,0.01,3
99,Mid_Market_Pragmatist,Paid_Search,2024-01-11,1,300000.0,350.26382682995643,1500,0.955,0.08,35
100,Self_Serve_Growth,Paid_Search,2024-01-16,1,300000.0,350.26382682995643,500,0.925,0.01,3
